,case_number,year,country,age,species_,mes,fatal,sexo,especie_cat,age_limpio
1436,1942.09.12.a,1942,australia,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",Sep,n,M,Tiger,24.0
1437,1942.01.04,1942,australia,28,"Bull shark, 4 m [13'] ",Jan,y,F,Bull,28.0
1438,1942.00.00.f,1942,bahamas,48,1.2 m to 1.5 m [4' to 5'] shark,,n,M,Unspecified,48.0
1439,1941.06.15,1941,usa,43,2.1 m [7'] shark,Jun,n,M,Unspecified,43.0
1440,1941.03.09,1941,usa,53,Mako shark (aka bonito shark) 1.2 m [4'] ,Mar,n,M,Unspecified,53.0
1441,1940.03.31,1940,south africa,25,"White shark, species identity confirmed by tooth pattern",Mar,y,M,White,25.0
1442,1940.02.22,1940,south africa,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",Feb,y,M,White,17.0
1443,1940.01.23,1940,australia,13,3 m [10'] shark,Jan,y,M,Unspecified,13.0
1444,1940.01.07,1940,south africa,18,2.4 m [8'] shark,Jan,y,M,Unspecified,18.0
1445,1939.12.14,1939,australia,20,2.6 m [8.5'] shark landed 2 hours later,Dec,y,M,Unspecified,20.0
1446,1939.07.16,1939,bahamas,38,"Nurse shark, 2.1 m [7']",Jul,n,M,Unspecified,38.0
1447,1938.10.05,1938,australia,18,"Tiger shark, 6'",Oct,n,M,Tiger,18.0
1448,1938.05.15,1938,iraq,9 or 10,Bull shark,May,n,M,Bull,9.0
1449,1938.01.14,1938,australia,24,Questionable incident,Jan,,M,Unspecified,24.0
1450,1937.10.27.b,1937,australia,25,Tiger shark,Oct,y,M,Tiger,25.0
1451,1937.10.27.a,1937,australia,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",Oct,y,M,Tiger,18.0
1452,1937.08.31,1937,australia,38,"Tiger shark, 9' to 10' ",Aug,n,M,Tiger,38.0
1453,1937.05.15,1937,australia,33,2 days later a 600-lb shark was caught 100 yards from the site,May,y,M,Unspecified,33.0
1454,1937.02.13,1937,australia,32,White shark,Feb,y,M,White,32.0
1455,1936.07.25,1936,usa,16,White shark (identified by Dr. Hugh Smith) ,Jul,y,M,White,16.0
1456,1936.04.22,1936,australia,16,"Tiger shark, 4.6 m [15'] ",Apr,n,M,Tiger,16.0
1457,1936.02.04,1936,australia,14,White shark,Feb,y,M,White,14.0
1458,1936.01.22,1936,australia,13,White shark,Jan,y,M,White,13.0
1459,1935.08.26,1935,australia,38,3.7 m [12'] shark,Aug,y,M,Unspecified,38.0
1460,1935.03.09,1935,australia,27,"White shark, 4 m [13'] ",Mar,y,M,White,27.0
1461,1935.03.02,1935,australia,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",Mar,y,M,White,22.0
1462,1934.12.31.b,1934,australia,13,"Tiger shark, 1.5 m [5'] ",Dec,n,F,Tiger,13.0
1463,1934.04.01.a,1934,australia,15,4.3 m [14'] shark seen in vicinity,Apr,y,M,Unspecified,15.0
1464,1934.03.12,1934,australia,17,4 m [13'] shark seen in vicinity,Mar,y,M,Unspecified,17.0
1465,1934.01.07,1934,australia,22,4.3 m [14'] shark seen in area previous week,Jan,n,M,Unspecified,22.0
1466,1932.10.31,1932,australia,24,Thought to involve a mako or grey nurse shark,Oct,n,M,Grey,24.0
1467,1932.00.00,1932,south africa,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",,n,M,Unspecified,23.0
1468,1931.02.10,1931,australia,39,Shark involvement prior to death unconfirmed,Feb,,M,Unspecified,39.0
1469,1931.01.07,1931,australia,18,1.5 m [5'] shark,Jan,n,M,Unspecified,18.0
1470,1930.02.15,1930,australia,18,White shark 4.9 m [16'] ,Feb,y,M,White,18.0
1471,1930.01.16,1930,south africa,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",Jan,n,M,White,23.0
1472,1929.04.11,1929,australia,19,"Grey nurse shark, 4' ",Apr,n,M,Grey,19.0
1473,1929.02.08,1929,australia,39,Galapagos shark,Feb,y,M,Unspecified,39.0
1474,1929.01.12,1929,australia,14,12' shark,Jan,y,M,Unspecified,14.0
1475,1928.11.04,1928,panama,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,Nov,y,M,Unspecified,17.0
1476,1928.04.06,1928,australia,15,4' shark,Apr,n,M,Unspecified,15.0
1477,1928.01.00,1928,south africa,18,1.2 m [4'] shark,Jan,n,M,Unspecified,18.0
1478,1927.12.28,1927,south africa,17,"White shark, 4.4 m [14.5'] . ",Dec,y,M,White,17.0
1479,1927.03.01,1927,australia,17,Grey nurse shark?,Mar,n,M,Grey,17.0
1480,1927.01.03,1927,australia,15,3.7 m [12'] shark,Jan,y,M,Unspecified,15.0
1481,1926.10.23.b,1926,australia,17,"Grey nurse shark, 4'",Oct,n,M,Grey,17.0
1482,1926.07.23,1926,italy,20,Said to involve 6 to 7 m [20' to 23'] white shark,Jul,y,M,White,20.0
1483,1926.07.08,1926,usa,15,1.5 m [5'] white shark or sevengill shark,Jul,n,M,White,15.0
1484,1925.11.22,1925,australia,55,"Tiger shark, 4 m [13'] female",Nov,y,M,Tiger,55.0
1485,1925.03.27,1925,australia,16,Said to be a small shark,MarMar,n,M,Unspecified,16.0
1486,1924.01.19,1924,australia,16,3 m [10'] shark,Jan,y,M,Unspecified,16.0
1487,1922.12.05,1922,australia,19,"2.7 m [9'] ""blue"" shark",Dec,y,M,Unspecified,19.0
1488,1922.05.24,1922,jamaica,19,6' shark,May,y,M,Unspecified,19.0
1489,1922.05.06,1922,south africa,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",May,n,M,White,18.0
1490,1922.03.02,1922,australia,21,"White shark, 2.4 m [8'] ",Mar,y,M,White,21.0
1491,1922.02.04,1922,australia,18,White shark,Feb,y,M,White,18.0
1492,1919.01.09,1919,australia,13,12' shark,Jan,y,M,Unspecified,13.0
1493,1916.07.01,1916,usa,24,Thought to involve a 2.6 m [8.5'] white shark,Jul,y,M,White,24.0
1494,1912.01.26,1912,australia,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",Jan,y,M,Unspecified,21.0
1495,1906.01.20,1906,south africa,30,1.8 m to 2.7 m [6' to 9'] shark,Jan,y,M,Unspecified,30.0
1496,1905.03.26,1905,australia,40,5' shark,Mar,n,M,Unspecified,40.0
1497,1901.07.30,1901,south africa,29,White shark,Jul,y,M,White,29.0
1498,1894.11.28,1894,australia,19,10' to 12' shark,Nov,n,M,Unspecified,19.0
1499,1892.03.02,1892,australia,21,12' shark,Mar,n,M,Unspecified,21.0
1500,1880.11.25,1880,australia,12,Bull shark,Nov,y,M,Bull,12.0
1501,1868.05.13,1868,india,35,Identified as C. gangeticus by Dr. J. Fayrer,May,y,M,Unspecified,35.0
1502,1800.00.00,1800,seychelles,,,,y,F,,
1503,1797.05.28.R,1797,,,,ReportedMay,y,,,
1504,1792.09.12,1792,england,,,Sep,y,M,,
1505,1791.00.00,1791,australia,,,,y,F,,
1506,1788.05.10,1788,australia,,,May,n,,,
1507,1787.07.05,1787,,,,Jul,y,M,,
1508,1786.08.10.R,1786,barbados,,,ReportedAug,y,M,,
1509,1785.09.26.R,1785,england,,Tiger shark?,ReportedSep,y,M,Tiger,
1510,1784.12.12,1784,jamaica,,,Dec,y,M,,
1511,1783.03.02,1783,martinique,,,Mar,y,M,,
1512,1780.08.08,1780,usa,,,Aug,y,M,,
1513,1779.00.00,1779,usa,young,,,y,M,,
1514,1776.00.00.R,1776,guinea,,,Reported,y,M,,
1515,1776.00.00.b,1776,greenland,,White sharks,,y,,White,
1516,1771.07.12.R,1771,usa,,,ReportedJul,y,M,,
1517,1767.00.00,1767,france,,Description of shark does not ring true,,,M,Unspecified,
1518,1764.00.00,1764,spain,,,,y,M,,
1519,1758.00.00,1758,mediterranean sea,,"""The fish was harpooned, dried, and presented to the sailor, who went round Europe exhibiting it  It was said to be 20 feet long.",,n,M,Unspecified,
1520,1753.10.27.R,1753,jamaica,,,ReportedOct,y,M,,
1521,1751.07.27,1751,usa,,,Jul,y,M,,
1522,1749.00.00,1749,cuba,14,,,n,M,,14.0
1523,1755.00.00,1755,sweden,,,,,M,,
1524,1748.00.00,1748,panama,,,,y,M,,
1525,1742.12.17,1742,,,,Dec,y,M,,
1526,1738.04.06.R,1738,italy,,,ReportedApr,y,M,,
1527,1733.00.00,1733,iceland,,Shark involvement prior to death unconfirmed,,,,Unspecified,
1528,1723.00.00,1723,roatan,,,,,M,,
1529,1721.06.00,1721,italy,,"White shark, 1600-lb female ",June,y,M,White,
1530,1703.03.26,1703,barbados,19,,Mar,n,M,,19.0
1531,1700.00.00.c,1700,france,,,,y,M,,
1532,1700.00.00.b,1700,france,,White shark,,n,M,White,
1533,1700.00.00.a,1700,barbados,,,,y,M,,
1534,1642.00.00.b,1642,guinea,,Questionable,LateReported,,M,Unspecified,
1535,1638.00.00.R,1638,,,,Reported,,M,,
1536,1637.00.00.R,1637,india,,,Reported,,,,
1537,1617.00.00.R,1617,india,,,Reported,,,,
1538,1642.00.00,1642,usa,,,,y,M,,
1539,1595.00.00,1595,india,,,,,M,,
1540,1580.01.10.R,1580,between portugal & india,,,LetterJan,y,M,,
1541,1555.00.00,1555,,,,,,M,,
1542,1554.00.00,1554,france,,Possibly white sharks,Ca,,M,White,
1543,1543.00.00,1543,venezuela,,,Ca,y,M,,
1544,0500.00.00,500,mexico,,,Circa,n,M,,
1545,0077.00.00,77,,,,,y,M,,
1546,0005.00.00,5,australia,,,Ca,n,M,,
1547,0000.0214,0,,,,Ca,y,M,,
1548,0000.0336,0,greece,,,Ca,y,M,,
1549,0000.0493,0,greece,,,,y,M,,
1550,0000.0725,0,italy,,,Ca,y,M,,
1551,ND-0154,0,canada,,,Before,n,M,,
1552,ND-0153,0,kenya,,,,n,M,,
1553,ND-0152,0,kenya,,,Before,y,M,,
1554,ND-0151,0,panama,20,,BeforeOct,y,M,,20.0
1555,ND-0150,0,uruguay,,,Before,n,,,
1556,ND-0149,0,uruguay,,,Before,y,M,,
1557,ND-0148,0,usa,,,,n,M,,
1558,ND-1940,0,papua new guinea,,,Before,y,M,,
1559,ND-0139,0,australia,15,,,n,F,,15.0
1560,ND-0138,0,australia,,,Before,y,M,,
1561,ND-0136,0,usa,," Galapagos shark, 6'",Before,n,M,Unspecified,
1562,ND-0135,0,bermuda,,,Before,y,M,,
1563,ND-0134,0,greece,,,Between,y,F,,
1564,ND-0133,0,usa,,Basking shark,Before,y,M,Unspecified,
1565,ND-0132,0,india,,,Before,n,M,,
1566,ND-0130,0,lebanon,,,Before,n,M,,
1567,ND-0129,0,spain,,,Before,n,,,
1568,ND-0127,0,sudan,,,Before,n,F,,
1569,ND-0124,0,,,,Before,n,M,,
1570,ND-0123,0,usa,21,"Blacktip shark, 5'",Before,n,F,Unspecified,21.0
1571,ND-0122,0,usa,,,Beforer,n,M,,
1572,ND-0119,0,djibouti,,,Before,y,,,
1573,ND-0118,0,libya,,,,y,M,,
1574,ND-0116,0,australia,,,Before,n,M,,
1575,ND-0115,0,new zealand,,,BeforeJun,y,M,,
1576,ND-0114,0,,,,Before,n,F,,
1577,ND-0113,0,vietnam,,,Before,n,M,,
1578,ND-0111,0,sri lanka,,,Before,n,M,,
1579,ND.0110,0,venezuela,,said to involve 2.5 m hammerhead sharks,No,y,M,Unspecified,
1580,ND-0109,0,usa,,,Before,n,M,,
1581,ND-0108,0,greece,,,Before,y,M,,
1582,ND-0107,0,mozambique,,Whale shark,Before,n,,Unspecified,
1583,ND-0106,0,south africa,,,Before,y,M,,
1584,ND.0104,0,australia,,Tiger shark,,n,M,Tiger,
1585,ND.0102,0,bahrein,,Tiger shark,NoBefore,y,M,Tiger,
1586,ND.0100,0,bahamas,,1.8 m [6'] shark,,n,M,Unspecified,
1587,ND.0097,0,usa,,,No,n,M,,
1588,ND.0096,0,reunion,,,No,n,M,,
1589,ND.0095,0,solomon islands,,,BeforeFeb,n,M,,
1590,ND.0094,0,korea,,,NoBeforeMay,y,F,,
1591,ND.0093,0,french polynesia,,,NoBeforeMar,n,M,,
1592,ND.0091,0,sudan,,Silvertip shark,Before,n,M,Unspecified,
1593,ND.0090,0,vanuatu,,,NoBeforeAug,y,F,,
1594,ND.0089,0,vanuatu,,A large hammerhead shark,NoBeforeAug,n,M,Unspecified,
1595,ND.0088,0,iran,,Bull shark,NoBefore,n,M,Bull,
1596,ND.0087,0,usa,19,"Nurse shark, 2.1 m [7'] ",NoBefore,n,M,Unspecified,19.0
1597,ND.0086,0,papua new guinea,,Questionable,NoBefore,y,M,Unspecified,
1598,ND.0085,0,red sea?,,,NoBefore,n,F,,
1599,ND.0084,0,south africa,,,NoBeforeJan,y,M,,
1600,ND.0083,0,usa,,"Shovelnose guitarfish, adult male ",NoBefore,n,M,Unspecified,
1601,ND.0082,0,greece,,,NoBeforeMay,y,F,,
1602,ND.0081,0,usa,,Invalid,NoBefore,,M,Unspecified,
1603,ND.0078,0,usa,,,NoBefore,y,M,,
1604,ND.0076,0,mediterranean sea,,,NoBefore,y,M,,
1605,ND.0075,0,australia,,0.9 m [3'] shark,NoBefore,n,M,Unspecified,
1606,ND.0074,0,australia,,,NoAfterAugust,n,M,,
1607,ND.0073,0,singapore,,,NoBefore,n,,,
1608,ND.0069,0,fiji,27,1.8 m [6'] shark,Before,n,M,Unspecified,27.0
1609,ND.0068,0,mozambique,36,"""A pack of sharks""",Before,n,M,Unspecified,36.0
1610,ND.0066,0,seychelles,,Tiger shark,Before,y,M,Tiger,
1611,ND.0065,0,iraq,25,,,n,M,,25.0
1612,ND.0064,0,iraq,6,Bull shark,,n,M,Bull,6.0
1613,ND.0063,0,iraq,16,Bull shark,,n,M,Bull,16.0
1614,ND.0062,0,bahamas,,"White shark, 7' to 8'",Before,n,M,White,
1615,ND.0060,0,usa,,"White shark, 1,900-lb ",BeforeJun,n,F,White,
1616,ND.0059,0,bermuda,,,BeforeApr,n,M,,
1617,ND.0058,0,fiji,,,Before,n,F,,
1618,ND.0057,0,madagascar,,,Before,y,M,,
1619,ND.0056,0,usa,,,Before,n,M,,
1620,ND.0055,0,bahamas,,"Nurse shark, 2.1 m [7']",Before,n,M,Unspecified,
1621,ND.0054,0,indonesia,,,Before,y,M,,
1622,ND.0053,0,india,,,Before,y,M,,
1623,ND.0052,0,nicaragua,,"Bull shark caught, leg recovered & buried beside the man's body",Before,y,M,Bull,
1624,ND.0051,0,cuba,50,,Before,y,M,,50.0
1625,ND.0049,0,marshall islands,,,Before,n,M,,
1626,ND.0048,0,kiribati,,,Before,n,M,,
1627,ND.0047,0,north pacific ocean,,,BeforeMar,n,M,,
1628,ND.0046,0,kiribati,,,Before,y,M,,
1629,ND.0044,0,,,1.2 m [4'] shark,,y,,Unspecified,
1630,ND.0043,0,solomon islands,,,During,n,M,,
1631,ND.0042,0,australia,,,Before,n,M,,
1632,ND.0041,0,iran,,,Said,y,M,,
1633,ND.0040,0,iran,,,,y,M,,
1634,ND.0039,0,iran,,,,y,M,,
1635,ND.0038,0,iraq,13 or 14,Bull shark,,y,M,Bull,13.0
1636,ND.0037,0,saudi arabia,,"""a black-tipped shark""",,y,M,Unspecified,
1637,ND.0036,0,saudi arabia,,6' shark,,n,M,Unspecified,
1638,ND.0035,0,saudi arabia,,,,n,M,,
1639,ND.0034,0,pacific ocean,,,,y,M,,
1640,ND.0033,0,burma,,,Before,n,M,,
1641,ND.0032,0,papua new guinea,,,WorldWarII,n,M,,
1642,ND.0031,0,papua new guinea,,,WorldWarII,n,M,,
1643,ND.0030,0,burma,,,Before,y,M,,
1644,ND.0028,0,italy,,White shark,,n,M,White,
1645,ND.0027,0,greece,,,No,n,M,,
1646,ND.0026,0,belize,16,12' tiger shark,Early,y,M,Tiger,16.0
1647,ND.0025,0,australia,,,Before,,M,,
1648,ND.0024,0,reunion,,,Between,y,,,
1649,ND.0023,0,south africa,,,No,n,F,,
1650,ND.0022,0,australia,,,No,n,M,,
1651,ND.0021,0,south africa,,,No,y,M,,
1652,ND.0020,0,australia,,,,y,M,,
1653,ND.0019,0,usa,,,Before,n,M,,
1654,ND.0018,0,vietnam,,,Before,n,M,,
1655,ND.0017,0,south africa,,,Before,y,M,,
1656,ND.0016,0,south africa,,,Before,y,M,,
1657,ND.0015,0,fiji,,,Before,y,,,
1658,ND.0014,0,usa,,,BeforeJul,n,M,,
1659,ND.0013,0,south africa,,,NoJul,y,M,,
1660,ND.0012,0,south africa,,,BeforeJul,y,M,,
1661,ND.0011,0,asia?,,,Before,n,M,,
1662,ND.0010,0,usa,,,Circa,n,F,,
1663,ND.0009,0,australia,,Blue pointer,Before,y,M,Unspecified,
1664,ND.0008,0,australia,,Blue pointer,Before,y,M,Unspecified,
1665,ND.0007,0,australia,,Blue pointers,Before,y,M,Unspecified,
1666,ND.0006,0,australia,,Said to involve a grey nurse shark that leapt out of the water and  seized the boy but species identification is questionable,Before,y,M,Grey,
1667,ND.0005,0,australia,,,Before,y,M,,
1668,ND.0004,0,australia,,,Before,y,M,,
1669,ND.0003,0,usa,,,,y,M,,
1670,ND.0002,0,panama,,,,y,M,,
1671,ND.0001,0,ceylon (sri lanka),15,,,y,M,,15.0
