,case_number,type,country,species_,date,mes,fatal,sexo,especie_cat,age,year,age_limpio
1044,1985.10.22,Unprovoked,usa,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark,22-Oct-1985,Oct,n,M,Unspecified,46.0,1985.0,46.0
1045,1985.09.05,Invalid,usa,Invalid,05-Sep-1985,Sep,,M,Unspecified,17.0,1985.0,17.0
1046,1985.08.20,Invalid,usa,Shark involvement not confirmed,20-Aug-1985,Aug,,M,Unspecified,11.0,1985.0,11.0
1047,1985.08.17,Invalid,usa,Shark involvement prior to death not confirmed,17-Aug-1985,Aug,,M,Unspecified,25.0,1985.0,25.0
1048,1985.07.25.b,Unprovoked,usa,Possibly a small hammerhead shark,25-Jul-1985,Jul,n,F,Unspecified,13.0,1985.0,13.0
1049,1985.07.00,Unprovoked,italy,"3 m to 3.6 m  [10' to 11'9""] white shark",Mid Jul-1985 or mid Jul-1986,MidJulJul,n,M,White,13.0,1985.0,13.0
1050,1985.03.03,Unprovoked,australia,6 m [20'] white shark,03-Mar-1985,Mar,y,F,White,33.0,1985.0,33.0
1051,1985.02.18,Unprovoked,usa,6 m [20'] white shark,18-Feb-1985,Feb,n,M,White,29.0,1985.0,29.0
1052,1985.01.27,Unprovoked,south africa,Raggedtooth shark,27-Jan-1985,Jan,n,M,Unspecified,15.0,1985.0,15.0
1053,1985.01.17,Unprovoked,south africa,"3.5 m white shark, tooth fragments recovered",17-Jan-1985,Jan,n,M,White,18.0,1985.0,18.0
1054,1985.01.04,Unprovoked,south africa,3.5 m [11.5'] white shark,04-Jan-1985,Jan,n,M,White,34.0,1985.0,34.0
1055,1985.01.00.a,Provoked,south africa,1.5 m [5'] dusky shark,Jan-1985,Jan,n,M,Unspecified,20.0,1985.0,20.0
1056,1984.11.30,Unprovoked,australia,"Tiger shark, 4 m ",30-Nov-1984,Nov,y,M,Tiger,16.0,1984.0,16.0
1057,1984.10.21.b,Invalid,usa,Shark involvement prior to death was not confirmed,21-Oct-1984,Oct,,M,Unspecified,22.0,1984.0,22.0
1058,1984.10.21,Unprovoked,usa,1.5 m [5'] shark,21-Oct-1984,Oct,n,F,Unspecified,23.0,1984.0,23.0
1059,1984.10.17,Invalid,usa,Shark involvement not confirmed; officials considered barracua,17-Oct-1984,Oct,,F,Unspecified,25.0,1984.0,25.0
1060,1984.10.14.a,Unprovoked,usa,1.2 m [4'] blacktip shark,14-Oct-1984,Oct,n,M,Unspecified,15.0,1984.0,15.0
1061,1984.09.30.b,Unprovoked,usa,3 m to 5 m [10' to 16.5'] white shark,30-Sep-1984,Sep,n,M,White,25.0,1984.0,25.0
1062,1984.09.22.a,Unprovoked,usa,Hammerhead shark?+O2356,22-Sep-1984,Sep,n,M,Unspecified,16.0,1984.0,16.0
1063,1984.09.15,Unprovoked,usa,4.5 m to 5 m white shark,15-Sep-1984,Sep,y,M,White,28.0,1984.0,28.0
1064,1984.07.24.a,Unprovoked,usa,1.2 m [4'] shark,24-Jul-1984,Jul,n,F,Unspecified,18.0,1984.0,18.0
1065,1984.07.22,Invalid,south africa,Shark involvement prior to death was not confirmed,22-Jul-1984,Jul,,M,Unspecified,21.0,1984.0,21.0
1066,1984.06.15,Unprovoked,south africa,2.4 m [8'] white shark,15-Jun-1984,Jun,n,M,White,27.0,1984.0,27.0
1067,1984.06.03.b,Unprovoked,usa,1.2 m to 1.5 m [4' to 5'] hammerhead shark,03-Jun-1984,Jun,n,F,Unspecified,13.0,1984.0,13.0
1068,1984.02.17,Provoked,south africa, 1.5 m [5'] dusky shark,17-Feb-1984,Feb,n,M,Unspecified,33.0,1984.0,33.0
1069,1984.01.05,Unprovoked,south africa,"Raggedtooth shark, 1 m ",05-Jan-1984,Jan,n,M,Unspecified,14.0,1984.0,14.0
1070,1983.12.21,Unprovoked,south africa,"Raggedtooth shark, >1 m ",21-Dec-1983,Dec,n,M,Unspecified,47.0,1983.0,47.0
1071,1983.08.20.a,Unprovoked,south africa,5 m [16.5'] white shark,20-Aug-1983,Aug,n,M,White,29.0,1983.0,29.0
1072,1983.08.15,Unprovoked,usa,Sand shark,15-Aug-1983,Aug,n,F,Unspecified,14.0,1983.0,14.0
1073,1983.08.13.a,Unprovoked,usa,6' to 8' bull shark,13-Aug-1983,Aug,n,F,Bull,22.0,1983.0,22.0
1074,1983.07.26,Sea Disaster,australia,"Tiger shark, 5 m [16.5']",26-Jul-1983,Jul,y,F,Tiger,21.0,1983.0,21.0
1075,1983.07.25.b,Sea Disaster,australia,"Tiger shark, 5 m [16.5']",25-Jul-1983,Jul,y,M,Tiger,24.0,1983.0,24.0
1076,1983.07.25.a,Sea Disaster,australia,"Tiger shark, 5 m [16.5']",25-Jul-1983,Jul,n,M,Tiger,28.0,1983.0,28.0
1077,1983.07.12.b,Unprovoked,usa,3.5' hammerhead shark,12-Jul-1983,Jul,n,F,Unspecified,39.0,1983.0,39.0
1078,1983.05.31,Unprovoked,usa,6' shark,31-May-1983,May,n,M,Unspecified,21.0,1983.0,21.0
1079,1983.04.12,Unprovoked,south africa,"Raggedtooth shark, 1.5 m [5'] (tooth fragment recovered)",12-Apr-1983,Apr,n,M,Unspecified,27.0,1983.0,27.0
1080,1983.03.30.a,Unprovoked,south africa,1.8 m [6'] Zambezi shark,30-Mar-1983,Mar,n,M,Unspecified,17.0,1983.0,17.0
1081,1983.02.20,Unprovoked,south africa,3 m [10'] shark,20-Feb-1983,Feb,n,M,Unspecified,16.0,1983.0,16.0
1082,1983.01.08,Unprovoked,south africa,White shark,08-Jan-1983,Jan,n,M,White,32.0,1983.0,32.0
1083,1982.10.13,Unprovoked,usa,1.5 m [5'] shark,13-Oct-1982,Oct,n,M,Unspecified,26.0,1982.0,26.0
1084,1982.09.30.a,Unprovoked,south africa,"Believed to involve a 2.8 m [9'3""] white shark",30-Sep-1982,Sep,n,M,White,16.0,1982.0,16.0
1085,1982.09.27,Unprovoked,usa,1.5 m [5'] shark,27-Sep-1982,Sep,n,M,Unspecified,20.0,1982.0,20.0
1086,1982.09.25,Unprovoked,usa,White shark,25-Sep-1982,Sep,n,M,White,36.0,1982.0,36.0
1087,1982.09.19,Unprovoked,usa,5 m to 6 m [16.5' to 20'] white shark,19-Sep-1982,Sep,n,M,White,28.0,1982.0,28.0
1088,1982.08.29.b,Invalid,usa,Questionable incident; reported as shark attack but thought to involve a pinniped instead ,29-Aug-1982,Aug,,M,Unspecified,17.0,1982.0,17.0
1089,1982.07.31,Invalid,south africa,Invalid,31-Jul-1982,Jul,,M,Unspecified,20.0,1982.0,20.0
1090,1982.07.24.b,Unprovoked,south africa,"2.4 m [8'] white shark, species identity confirmed by tooth fragment",24-Jul-1982,Jul,n,M,White,38.0,1982.0,38.0
1091,1982.07.24.a,Unprovoked,usa,4.5 m to 5.5 m [14.7' to 18'] white shark,24-Jul-1982,Jul,n,M,White,26.0,1982.0,26.0
1092,1982.07.19,Unprovoked,usa,0.9 m to 1.2 m [3' to 4'] shark,19-Jul-1982,Jul,n,M,Unspecified,17.0,1982.0,17.0
1093,1982.06.29,Unprovoked,south africa,"2.4 m [8'] white shark, species identity confirmed by witnesses & tooth pattern in surfboard",29-Jun-1982,Jun,y,M,White,27.0,1982.0,27.0
1094,1982.06.26.b,Unprovoked,usa,5' shark,26-Jun-1982,Jun,n,M,Unspecified,20.0,1982.0,20.0
1095,1982.01.29,Unprovoked,south africa,Raggedtooth shark,29-Jan-1982,Jan,n,M,Unspecified,20.0,1982.0,20.0
1096,1981.12.19,Unprovoked,usa,7 m [23'] white shark,19-Dec-1981,Dec,y,M,White,24.0,1981.0,24.0
1097,1981.10.19.a,Unprovoked,usa,1.8 m to 2.4 m [6' to 8'] shark,19-Oct-1981,Oct,n,M,Unspecified,19.0,1981.0,19.0
1098,1981.09.15,Unprovoked,usa,Said to involve a tiger shark or a hammerhead shark,15-Sep-1981,Sep,y,M,Tiger,26.0,1981.0,26.0
1099,1981.08.07,Unprovoked,bahamas,Mako shark (tooth fragments recovered),07-Aug-1981,Aug,n,M,Unspecified,53.0,1981.0,53.0
1100,1981.07.18,Unprovoked,south africa,Possibly a  1.8 m [6'] Zambezi shark,18-Jul-1981,Jul,n,M,Unspecified,32.0,1981.0,32.0
1101,1981.05.23,Unprovoked,south korea,6 m  white shark,23-May-1981,May,y,F,White,27.0,1981.0,27.0
1102,1981.05.20,Unprovoked,south africa,Raggedtooth shark,20-May-1981,May,n,M,Unspecified,27.0,1981.0,27.0
1103,1981.05.10,Unprovoked,south africa,"Raggedtooth shark, 2.5 m [8.25'] ",10-May-1981,May,n,M,Unspecified,19.0,1981.0,19.0
1104,1981.05.05,Unprovoked,south africa,"Tiger shark, 2.1 m [7']",05-May-1981,May,n,M,Tiger,24.0,1981.0,24.0
1105,1981.03.25,Unprovoked,usa,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark",25-Mar-1981,Mar,n,M,Bull,19.0,1981.0,19.0
1106,1981.03.24,Unprovoked,usa,C. maculpinnis or C. limbatus,24-Mar-1981,Mar,n,M,Unspecified,24.0,1981.0,24.0
1107,1981.02.19,Unprovoked,south africa,Juvenile dusky or blacktip shark,19-Feb-1981,Feb,n,M,Unspecified,30.0,1981.0,30.0
1108,1981.02.02,Unprovoked,usa,1.8 m to 2.4 m [6' to 8'] hammerhead shark,02-Feb-1981,Feb,n,M,Unspecified,15.0,1981.0,15.0
1109,1981.00.00.b,Unprovoked,australia,"Tiger shark, 2.5 m ",1981,,n,M,Tiger,27.0,1981.0,27.0
1110,1980.12.30,Unprovoked,south africa,3.5 m [11.5'] shark,12-30-1980,,n,M,Unspecified,25.0,1980.0,25.0
1111,1980.11.24,Unprovoked,reunion,1.8 m [6'] white shark,24-Nov-1980,Nov,n,M,White,22.0,1980.0,22.0
1112,1980.10.27,Unprovoked,usa,4 m to 5 m [13' to 16.5'] white shark,27-Oct-1980,Oct,n,M,White,29.0,1980.0,29.0
1113,1980.10.17,Unprovoked,usa,4 m to 5 m [13' to 16.5'] white shark,17-Oct-1980,Oct,n,M,White,19.0,1980.0,19.0
1114,1980.07.23,Unprovoked,usa,4' to 8' shark,23-Jul-1980,Jul,n,F,Unspecified,22.0,1980.0,22.0
1115,1980.05.15,Unprovoked,south africa,1.8 m [6'] shark,15-May-1980,May,n,M,Unspecified,22.0,1980.0,22.0
1116,1980.04.00,Unprovoked,mexico,Tiger shark,Apr-1980,Apr,n,F,Tiger,13.0,1980.0,13.0
1117,1980.01.31,Unprovoked,south africa,"2.8 m [9'3""] white shark",31-Jan-1980,Jan,n,M,White,24.0,1980.0,24.0
1118,1980.01.15,Provoked,south africa,"2 m [6'9""] Zambesi shark",15-Jan-1980,Jan,n,M,Unspecified,29.0,1980.0,29.0
1119,1980.01.10,Unprovoked,south africa,"Raggedtooth shark, 2 m [6'9""] ",10-Jan-1980,Jan,n,M,Unspecified,25.0,1980.0,25.0
1120,1980.00.00.b,Invalid,south africa,Invalid,1980,,,M,Unspecified,20.0,1980.0,20.0
1121,1979.11.27,Unprovoked,usa,"White shark, 4 m [13'] ",27-Nov-1979,Nov,n,M,White,20.0,1979.0,20.0
1122,1979.05.05,Provoked,south africa,"White shark, 2.5 m [8.25']  ",05 May 1979,May,n,M,White,25.0,1979.0,25.0
1123,1979.03.24,Unprovoked,usa,Blacktip or spinner shark,24-Mar-1979,Mar,n,M,Unspecified,27.0,1979.0,27.0
1124,1979.02.21,Unprovoked,south africa,1.5 m to 2 m [5' to 6.75'] shark,21-Feb-1979,Feb,n,M,Unspecified,19.0,1979.0,19.0
1125,1978.12.12,Unprovoked,south africa,"White shark, 2.3 m [7.5'], tooth fragment recovered",12-Dec-1978,Dec,y,M,White,23.0,1978.0,23.0
1126,1978.09.27,Unprovoked,south africa,"White shark, 3.7 m [12'] ",27-Sep-1978,Sep,n,M,White,27.0,1978.0,27.0
1127,1978.01.17,Unprovoked,south africa,Thought to involve a blacktip shark,07-Jan-1978,Jan,n,M,Unspecified,17.0,1978.0,17.0
1128,1977.12.19.a,Unprovoked,south africa,"Tiger shark, 3 m [10']",19-Dec-1977,Dec,n,M,Tiger,18.0,1977.0,18.0
1129,1977.10.30,Unprovoked,south africa,"White shark, 5 m [16.5'] ",30-Oct-1977,Oct,n,M,White,25.0,1977.0,25.0
1130,1977.08.31,Unprovoked,australia,White shark,31-Aug-1977,Aug,n,M,White,17.0,1977.0,17.0
1131,1977.08.14,Unprovoked,usa,"White shark, 5.5 m to 6 m [18' to 20']  ",14-Aug-1977,Aug,n,M,White,20.0,1977.0,20.0
1132,1977.06.26,Provoked,usa,"Bull shark, 8",26-Jun-1977,Jun,n,M,Bull,27.0,1977.0,27.0
1133,1976.12.18,Unprovoked,usa,"White shark, 5.5 m [18'] ",18-Dec-1976,Dec,n,M,White,29.0,1976.0,29.0
1134,1976.11.27,Unprovoked,south africa,"White shark, 3 m [10'] k",27-Nov-1976,Nov,n,M,White,19.0,1976.0,19.0
1135,1976.11.25,Unprovoked,usa,2.1 m [7'] lemon shark or bull shark,25-Nov-1976,Nov,n,M,Lemon,19.0,1976.0,19.0
1136,1976.10.18,Unprovoked,usa,"White shark, 3 m to 4 m [10' to 13'] ",18-Oct-1976,Oct,n,M,White,25.0,1976.0,25.0
1137,1976.10.06,Unprovoked,south africa,"White shark, 3.5 m [11.5'], species identity confirmed by tooth fragment",06-Oct-1976,Oct,n,M,White,20.0,1976.0,20.0
1138,1976.09.06,Unprovoked,usa,"Tiger shark, 6' ",06-Sep-1976,Sep,n,M,Tiger,15.0,1976.0,15.0
1139,1976.08.24,Unprovoked,usa,"White shark, 4.5 m ",24-Aug-1976,Aug,n,M,White,19.0,1976.0,19.0
1140,1976.06.23,Unprovoked,usa,12' to 14' shark,23-Jun-1976,Jun,n,M,Unspecified,17.0,1976.0,17.0
1141,1975.12.06,Unprovoked,usa,White shark,06-Dec-1975,Dec,n,M,White,27.0,1975.0,27.0
1142,1975.11.19.a,Unprovoked,south africa,Juvenile dusky shark,19-Nov-1975,Nov,n,M,Unspecified,33.0,1975.0,33.0
1143,1975.08.17,Unprovoked,south africa,"White shark, 2.4 m [8']",17-Aug-1975,Aug,n,M,White,19.0,1975.0,19.0
1144,1975.08.12,Unprovoked,usa,1.5 m [5'] shark,12-Aug-1975,Aug,n,M,Unspecified,20.0,1975.0,20.0
1145,1975.08.09,Unprovoked,usa,White shark,09-Aug-1975,Aug,n,M,White,44.0,1975.0,44.0
1146,1975.07.30.a,Unprovoked,australia,White shark,30-Jul-1975,Jul,y,M,White,37.0,1975.0,37.0
1147,1975.07.23,Unprovoked,usa,"White shark, 5.8 m [19'] ",23-Jul-1975,Jul,n,M,White,23.0,1975.0,23.0
1148,1975.07.19,Unprovoked,usa,"White shark, 5m to 6m",19-Jul-1975,Jul,n,M,White,34.0,1975.0,34.0
1149,1975.07.15,Unprovoked,usa,1.2 m [4'] shark,15-Jul-1975,Jul,n,F,Unspecified,14.0,1975.0,14.0
1150,1975.06.23.b,Unprovoked,usa,4' shark,23-Jun-1975,Jun,n,M,Unspecified,18.0,1975.0,18.0
1151,1975.02.23,Unprovoked,south africa,1.5 m [5'] shark,23-Feb-1975,Feb,n,M,Unspecified,16.0,1975.0,16.0
1152,1975.02.10,Unprovoked,australia,"White shark, 3 m [10'] ",10-Feb-1975,Feb,y,M,White,12.0,1975.0,12.0
1153,1974.09.28,Unprovoked,usa,"White shark, 5.5 m to 6 m [18' to 20'] ",28-Sep-1974,Sep,n,M,White,17.0,1974.0,17.0
1154,1974.09.14,Unprovoked,usa,"White shark, 4 m to 5 m ",14-Sep-1974,Sep,n,M,White,29.0,1974.0,29.0
1155,1974.09.07,Unprovoked,israel,"Shortfin mako shark, 2.3 m [7.5'] ",07-Sep-1974,Sep,n,F,Unspecified,20.0,1974.0,20.0
1156,1974.09.02.b,Unprovoked,usa,"White shark, 5 m to 6 m [16.5 to 20'] ",02-Sep-1974,Sep,n,M,White,41.0,1974.0,41.0
1157,1974.09.02.a,Unprovoked,usa,"White shark, 5 m to 6 m [16.5 to 20'] ",02-Sep-1974,Sep,n,M,White,48.0,1974.0,48.0
1158,1974.09.00,Unprovoked,usa,"White shark, 4.5 m ",Sep-1974,Sep,n,M,White,24.0,1974.0,24.0
1159,1974.05.26,Unprovoked,usa,"White shark, 5 m [16.5']",26-May-1974,May,n,M,White,45.0,1974.0,45.0
1160,1974.04.20,Unprovoked,south africa,"Raggedtooth shark, 1.5 m [5'] ",20-Apr-1974,Apr,n,M,Unspecified,22.0,1974.0,22.0
1161,1974.04.04,Unprovoked,south africa,Juvenile dusky shark,04-Apr-1974,Apr,n,M,Unspecified,17.0,1974.0,17.0
1162,1974.03.21,Unprovoked,south africa,1.8 m [6'] shark,21-Mar-1974,Mar,n,M,Unspecified,21.0,1974.0,21.0
1163,1974.01.07.c,Unprovoked,south africa,2 m to 2.5 m [6.75'  to 8.25'] shark,07-Jan-1974,Jan,n,M,Unspecified,33.0,1974.0,33.0
1164,1973.09.14,Unprovoked,bahamas,7' to 8' bull shark,14-Sep-1973,Sep,n,M,Bull,11.0,1973.0,11.0
1165,1973.09.09,Unprovoked,mexico,White shark,09-Sep-1973,Sep,y,M,White,37.0,1973.0,37.0
1166,1973.03.00,Unprovoked,south africa,"2 m shark, possibly a dusky or blacktip shark",Mar-1973,Mar,n,M,Unspecified,26.0,1973.0,26.0
1167,1972.12.26,Unprovoked,mozambique,2 m to 3 m shark,26-Dec-1972,Dec,n,M,Unspecified,25.0,1972.0,25.0
1168,1972.06.10,Unprovoked,usa,4.5' shark,10-Jun-1972,Jun,n,M,Unspecified,22.0,1972.0,22.0
1169,1972.05.28,Unprovoked,usa,"White shark, 4.4 m to 5 m [14.5' to 16.5'] ",28-May-1972,May,n,M,White,32.0,1972.0,32.0
1170,1972.02.20,Unprovoked,australia,7' shark,20-Feb-1972,Feb,n,M,Unspecified,18.0,1972.0,18.0
1171,1972.01.01.b,Unprovoked,south africa,Zambesi shark,01-Jan-1971,Jan,n,F,Unspecified,30.0,1972.0,30.0
1172,1972.01.01.a,Unprovoked,mozambique,"White shark, 2.5 m [8.25'] ",01-Jan-1971,Jan,n,M,White,24.0,1972.0,24.0
1173,1971.12.16,Unprovoked,south africa,"White shark, 3 m [10']rk",16-Dec-1971,Dec,n,F,White,16.0,1971.0,16.0
1174,1971.10.23,Unprovoked,usa,5' to 6' shark,23-Oct-1971,Oct,n,M,Unspecified,18.0,1971.0,18.0
1175,1971.10.14,Unprovoked,south africa,1.5 m to 2 m shark,14-Oct-1971,Oct,n,M,Unspecified,25.0,1971.0,25.0
1176,1971.10.02,Unprovoked,usa,"White shark, 5 m to 6 m [16.5' to 20']  ",02-Oct-1971,Oct,n,M,White,30.0,1971.0,30.0
1177,1971.09.07,Unprovoked,croatia,White shark,07-Sep-1971,Sep,y,M,White,34.0,1971.0,34.0
1178,1971.08.21,Provoked,australia,"Grey nurse shark, 11'",21-Aug-1971,Aug,n,M,Grey,26.0,1971.0,26.0
1179,1971.06.30,Unprovoked,south africa,"White shark, 3 m [10'], species identity confirmed by witnesses & tooth pattern in leg & board ",30-Jun-1971,Jun,n,M,White,21.0,1971.0,21.0
1180,1971.04.11,Unprovoked,south africa,White shark according to tooth pattern and witnesses,11-Apr-1971,Apr,y,M,White,50.0,1971.0,50.0
1181,1971.03.30,Unprovoked,new zealand,"White shark, 4.6 m [15'] ",30-Mar-1971,Mar,n,M,White,16.0,1971.0,16.0
1182,1970.09.28,Unprovoked,micronesia,1.8 to 2 m C. albimarginatus,28-Sep-1970,Sep,n,M,Unspecified,43.0,1970.0,43.0
1183,1970.06.15,Provoked,south africa,"Raggedtooth shark, 2 m [6'9""], 5-year-old, captive female ",15-Jun-1970,Jun,n,M,Unspecified,25.0,1970.0,25.0
1184,1969.09.06,Unprovoked,usa,"White shark, 4.3 m 4.9 m [14' to 16'] ",06-Sep-1969,Sep,n,M,White,53.0,1969.0,53.0
1185,1969.08.01,Unprovoked,usa,4' shark,02-Aug-1969,Aug,n,M,Unspecified,13.0,1969.0,13.0
1186,1969.05.24,Provoked,usa,Nurse shark,24-May-1969,May,n,M,Unspecified,23.0,1969.0,23.0
1187,1969.03.09,Unprovoked,usa,"White shark, identified by tooth fragments in surfboard",09-Mar-1969,Mar,n,M,White,16.0,1969.0,16.0
1188,1969.02.17.R,Provoked,australia,7-gill shark,Reported 17-Feb-1969,ReportedFeb,n,M,Unspecified,49.0,1969.0,49.0
1189,1968.12.26,Provoked,australia,"Grey nurse shark, 10' ",26-Dec-1968,Dec,n,M,Grey,27.0,1968.0,27.0
1190,1968.12.25,Unprovoked,new zealand,White shark,25-Dec-1968,Dec,n,M,White,17.0,1968.0,17.0
1191,1968.09.15,Unprovoked,new zealand,"White shark, 4.3 m [14'], (tooth fragment recovered)",15-Sep-1968,Sep,y,M,White,24.0,1968.0,24.0
1192,1968.08.08,Unprovoked,columbia,2 m shark,08-Aug-1968,Aug,n,M,Unspecified,18.0,1968.0,18.0
1193,1968.07.27,Unprovoked,usa,"White shark, 4 m [13'] ",27-Jul-1968,Jul,n,M,White,25.0,1968.0,25.0
1194,1968.07.16,Unprovoked,usa,4m [13'] shark,16-Jul-1968,Jul,n,M,Unspecified,33.0,1968.0,33.0
1195,1968.04.29,Invalid,usa,Shark involvement not confirmed,29-Apr-1968,Apr,,M,Unspecified,63.0,1968.0,63.0
1196,1968.03.25,Unprovoked,south africa,1.5 m to 1.8m [5' to 6'] shark,25-Mar-1968,Mar,n,M,Unspecified,35.0,1968.0,35.0
1197,1968.03.00,Invalid,usa,Invalid,Mar-1968,Mar,,M,Unspecified,28.0,1968.0,28.0
1198,1968.02.04,Unprovoked,australia,"Bronze whaler shark, 3 m [10'] ",04-Feb-1968,Feb,n,M,Unspecified,26.0,1968.0,26.0
1199,1967.12.30,Unprovoked,south africa,1.5 m to 1.8 m [5' to 6'] shark,30-Dec-1967,Dec,n,M,Unspecified,22.0,1967.0,22.0
1200,1967.10.17,Unprovoked,usa,small blacktip shark,17-Oct-1967,Oct,n,M,Unspecified,19.0,1967.0,19.0
1201,1967.08.27,Provoked,usa,5' blue shark,27-Aug-1967,Aug,n,M,Unspecified,24.0,1967.0,24.0
1202,1967.08.19,Unprovoked,australia,White shark,19-Aug-1967,Aug,y,M,White,23.0,1967.0,23.0
1203,1967.08.10,Invalid,australia,Shark involvement prior to death was not confirmed,10-Aug-1967,Aug,,M,Unspecified,19.0,1967.0,19.0
1204,1967.08.07,Unprovoked,usa,"Nurse shark, 106 cm, 28-lb, male ",07-Aug-1967,Aug,n,M,Unspecified,15.0,1967.0,15.0
1205,1967.08.00.b,Unprovoked,bahamas,1.5 m to 1.8 m [5' to 6'] sandbar shark,Aug-1967,Aug,n,M,Unspecified,41.0,1967.0,41.0
1206,1967.06.13,Provoked,usa,"Nurse shark, 1 m ",13-Jun-1967,Jun,n,M,Unspecified,26.0,1967.0,26.0
1207,1967.03.19,Unprovoked,south africa,"White shark, 3 m [10'] ",19-Mar-1967,Mar,n,M,White,32.0,1967.0,32.0
1208,1967.03.12,Provoked,australia,Grey nurse shark,12-Mar-1967,Mar,n,M,Grey,36.0,1967.0,36.0
1209,1967.03.09,Unprovoked,new zealand,Thought to involve a white shark,09-Mar-1967,Mar,y,M,White,21.0,1967.0,21.0
1210,1966.10.30,Unprovoked,papua new guinea,3.7 m [12'] shark,30-Oct-1966,Oct,y,F,Unspecified,13.0,1966.0,13.0
1211,1966.10.29,Unprovoked,papua new guinea,3.7 m [12'] shark,19-Oct-1966,Oct,y,F,Unspecified,8.0,1966.0,8.0
1212,1966.09.27,Unprovoked,australia,"Bronze whaler shark, 2.1 m [7'], a tooth was embedded in the speargun ",27-Sep-1966,Sep,n,M,Unspecified,32.0,1966.0,32.0
1213,1966.09.10,Unprovoked,australia,"Mako shark, 1.9 m [6.5'] ",10-Sep-1966,Sep,n,M,Unspecified,43.0,1966.0,43.0
1214,1966.08.21.b,Unprovoked,new britain,A pack of 6 sharks,23-Aug-1966,Aug,y,F,Unspecified,13.0,1966.0,13.0
1215,1966.08.21.a,Unprovoked,new britain,A pack of 6 sharks,23-Aug-1966,Aug,y,F,Unspecified,9.0,1966.0,9.0
1216,1966.08.00.b,Invalid,usa,Invalid,Mid Aug-1966,MidAug,,M,Unspecified,26.0,1966.0,26.0
1217,1966.08.00.a,Unprovoked,usa,Spinner or blacktip sharks,Aug-1966,Aug,n,M,Unspecified,8.0,1966.0,8.0
1218,1966.07.19,Provoked,usa,4' shark,19-Jul-1966,Jul,n,M,Unspecified,34.0,1966.0,34.0
1219,1966.07.03,Invalid,usa,Invalid,03-Jul-1966,Jul,,M,Unspecified,46.0,1966.0,46.0
1220,1966.06.22,Provoked,usa,"Local authorities speculated that the water was too cold for sharks, but a 2.1 m [7'], 200-lb pregnant sandbar shark was caught next day",22-Jun-1966,Jun,n,M,Unspecified,15.0,1966.0,15.0
1221,1966.06.11,Provoked,usa,1.2 m [4'] hammerhead shark,11-Jun-1966,Jun,n,M,Unspecified,18.0,1966.0,18.0
1222,1966.06.04,Unprovoked,usa,a small shark,04-Jun-1966,Jun,n,M,Unspecified,18.0,1966.0,18.0
1223,1966.05.16.b,Invalid,usa,Invalid,16-May-1966,May,,M,Unspecified,24.0,1966.0,24.0
1224,1966.02.27,Unprovoked,australia,"White shark, 2.5 m [8.25'], an immature female, previously injured",27-Feb-1966,Feb,n,M,White,13.0,1966.0,13.0
1225,1966.01.29,Provoked,south africa,Copper shark,29-Jan-1966,Jan,n,M,Unspecified,33.0,1966.0,33.0
1226,1966.01.22,Unprovoked,usa,"White shark, 3 m [10'] ",22-Jan-1966,Jan,n,M,White,29.0,1966.0,29.0
1227,1966.01.11,Unprovoked,south africa,1.5 m to 1.8 m [5' to 6'] Zambesi shark,11-Jan-1966,Jan,n,M,Unspecified,16.0,1966.0,16.0
1228,1966.01.09,Unprovoked,south africa,"1.8 m to 2 m [6' to 6'9""] shark",09-Jan-1966,Jan,n,M,Unspecified,15.0,1966.0,15.0
1229,1966.01.05,Unprovoked,usa,Hammerhead shark,05-Jan-1966,Jan,n,M,Unspecified,35.0,1966.0,35.0
1230,1966.00.00,Invalid,usa,Shark involvement not confirmed,Summer of 1996,Summer,,F,Unspecified,15.0,1966.0,15.0
1231,1965.11.03.a,Unprovoked,australia,"Grey nurse shark, 2.4 m [8'] ",03-Nov-1965,Nov,n,M,Grey,24.0,1965.0,24.0
1232,1965.04.25,Invalid,usa,Invalid,25-Apr-1965,Apr,,M,Unspecified,19.0,1965.0,19.0
1233,1965.04.10,Unprovoked,usa,"White shark, 10' to 12' ",10-Apr-1965,Apr,n,M,White,28.0,1965.0,28.0
1234,1965.04.04.b,Unprovoked,palau,"Tiger shark, tooth fragment recovered",04-Apr-1965,Apr,n,M,Tiger,8.0,1965.0,8.0
1235,1965.04.04.a,Unprovoked,usa,Blacktip or spinner shark,04-Apr-1965,Apr,n,M,Unspecified,17.0,1965.0,17.0
1236,1965.03.14,Unprovoked,usa,Mako shark,14-Mar-1965,Mar,n,M,Unspecified,16.0,1965.0,16.0
1237,1965.02.14,Unprovoked,south africa,"1.8 m [6'], 136-kg [300-lb] shark ",14-Feb-1965,Feb,n,M,Unspecified,25.0,1965.0,25.0
1238,1965.02.04,Unprovoked,usa,1.2 m [4'] shark,04-Feb-1965,Feb,n,M,Unspecified,18.0,1965.0,18.0
1239,1965.01.23,Unprovoked,south africa,"White shark, 3.7 m [12'] ",23-Jan-1965,Jan,n,M,White,22.0,1965.0,22.0
1240,1964.12.25,Unprovoked,south africa,Raggedtooth shark ,25-Dec-1964,Dec,n,M,Unspecified,19.0,1964.0,19.0
1241,1964.12.09,Unprovoked,papua new guinea,2.1 m [7'] shark,09-Dec-1964,Dec,n,M,Unspecified,28.0,1964.0,28.0
