,case_number,year,type,country,age,species_,date,mes,fatal,sexo
1274,1963.04.12,1963,Unprovoked,usa,15,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,12-Apr-1963,Apr,n,M
1275,1963.02.24,1963,Unprovoked,australia,18,"Bronze whaler shark, 3 m [10'] ",24-Feb-1963,Feb,n,M
1276,1963.02.08,1963,Unprovoked,fiji,28,"White shark, 2.1 m [7'] ",08-Feb-1963,Feb,n,M
1277,1963.01.28,1963,Unprovoked,australia,32,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",28-Jan-1963,Jan,y,F
1278,1963.01.26,1963,Invalid,australia,25,Shark involvement prior to death was not confirmed,26-Jan-1963,Jan,,M
1279,1963.01.11,1963,Unprovoked,south africa,27,1 m shark,11-Jan-1963,Jan,n,M
1280,1963.01.06,1963,Unprovoked,south africa,24,"Zambesi shark, 2 m [6'9""] ",06-Jan-1963,Jan,n,M
1281,1962.12.09,1962,Unprovoked,australia,16,"White shark, 4.3 m [14'] (or bronze whaler)",09-Dec-1962,Dec,y,M
1282,1962.11.11,1962,Unprovoked,usa,24,"White shark, 4.3 m to 4.9m [14' to 16']",11-Nov-1962,Nov,n,M
1283,1962.10.25,1962,Unprovoked,mexico,32,2.7 m [9'] shark,25-Oct-1962,Oct,y,M
1284,1962.09.30,1962,Unprovoked,british west indies,24," Blacktip shark, C. maculipinnis. 1.9 m to 2.1 m [6.5' to 7'] ",30-Sep-1962,Sep,n,M
1285,1962.09.02,1962,Unprovoked,italy,28,White shark,02-Sep-1962 ,Sep,y,M
1286,1962.08.30.a,1962,Provoked,papua new guinea,49,"""A long thin brown-colored shark""",30-Aug-1962,Aug,n,M
1287,1962.08.29,1962,Provoked,usa,39,"Horn shar,k Heterodontus francisci, 1.2 m [4'] ",29-Aug-1962,Aug,n,M
1288,1962.08.19,1962,Unprovoked,usa,40,Unknown,19-Aug-1962,Aug,y,M
1289,1962.08.12,1962,Unprovoked,usa,24,1.8 m [6'] shark,12-Aug-1962,Aug,n,M
1290,1962.07.19,1962,Provoked,usa,19,Blue shark,19-Jul-1962,Jul,n,M
1291,1962.06.17,1962,Unprovoked,usa,11,1.8 m [6'] shark,17-Jun-1962,Jun,n,M
1292,1962.06.04,1962,Provoked,usa,55," Sevengill  shark, 1.2 m [4'] ",04-Jun-1962,Jun,n,M
1293,1962.04.07,1962,Unprovoked,south africa,13,"Zambesi shark, 1.2 m [4'] ",07-Apr-1962,Apr,n,M
1294,1962.03.24,1962,Unprovoked,papua new guinea,10,Possibly a bronze whaler shark,24-Mar-1962,Mar,y,M
1295,1962.02.05,1962,Unprovoked,south africa,13,"White shark, 3 m ",05-Feb-1962,Feb,y,M
1296,1962.02.04,1962,Unprovoked,australia,35,60 cm  shark ,04-Feb-1962,Feb,n,M
1297,1962.01.27,1962,Unprovoked,new zealand,18,1.5 m [5'] shark,27-Jan-1962,Jan,n,M
1298,1962.01.18,1962,Invalid,south africa,40,Shark involvement prior to death was not confirmed,18-Jan-1962,Jan,,M
1299,1962.01.14.c,1962,Unprovoked,usa,29,"White shark, 4 m [13'] ",14-Jan-1962,Jan,n,M
1300,1962.01.14.a,1962,Unprovoked,australia,19,"Bronze whaler shark, 2.1 m [7'] shark",14-Jan-1962,Jan,n,M
1301,1962.01.11.b,1962,Unprovoked,papua new guinea,24,White shark,11-Jan-1962,Jan,n,M
1302,1962.01.11.a,1962,Unprovoked,new zealand,54,"36""  shark",11-Jan-1962,Jan,n,F
1303,1962.01.01,1962,Unprovoked,marshall islands,57,1.8 m [6'] shark,01-Jan-1962,Jan,n,M
1304,1961.12.28.c,1961,Unprovoked,australia,18,3 m [10'] shark,28-Dec-1961,Dec,y,F
1305,1961.12.28.b,1961,Unprovoked,australia,24,3 m [10'] shark,28-Dec-1961,Dec,n,M
1306,1961.12.28.a,1961,Unprovoked,south africa,18,Zambesi shark,28-Dec-1961,Dec,n,M
1307,1961.12.27,1961,Provoked,australia,23,"Grey nurse shark, 2.4 m [8'] ",27-Dec-1961,Dec,n,M
1308,1961.12.18.a,1961,Unprovoked,australia,22,Next morning a 3 m [10'] shark was caught that had Andrews' leg in its gut,18-Dec-1961,Dec,y,M
1309,1961.12.13,1961,Unprovoked,australia,17,1.8 m [6'] shark,13-Dec-1961,Dec,n,M
1310,1961.09.24.b,1961,Unprovoked,croatia,19,White shark,24-Sep-1961,Sep,y,M
1311,1961.08.20,1961,Unprovoked,usa,16,"White shark, 4 m [13'] ",20-Aug-1961,Aug,n,M
1312,1961.08.16,1961,Unprovoked,usa,19,White shark,16-Aug-1961,Aug,n,M
1313,1961.08.02,1961,Unprovoked,usa,38,2.4 m [8'] shark,02-Aug-1961,Aug,n,M
1314,1961.07.29,1961,Provoked,usa,57,"43"" shark",29-Jul-1961,Jul,n,M
1315,1961.07.00.b,1961,Unprovoked,italy,21,"White shark, 4.5 m ",Jul-1961,Jul,n,M
1316,1961.05.21,1961,Unprovoked,usa,20,White shark,21-May-1961,May,n,M
1317,1961.05.15,1961,Unprovoked,usa,52,"Hammerhead shark, 500-llb ",15-May-1961,May,n,M
1318,1961.04.30,1961,Invalid,usa,10,Shark involvement not confirmed,30-Apr-1961,Apr,,M
1319,1961.04.21,1961,Unprovoked,mozambique,37,Zambesi shark,21-Apr-1961,Apr,n,M
1320,1961.04.14,1961,Unprovoked,australia,40," ""gummy"" shark (Rhizoprionodon or Loxodon) 1.2 m [4']",14-Apr-1961,Apr,n,M
1321,1961.04.09,1961,Unprovoked,mozambique,38,Zambesi shark,09-Apr-1961,Apr,y,M
1322,1961.03.18,1961,Unprovoked,australia,24,3 m [10'] shark,18-Mar-1961,Mar,n,M
1323,1961.03.12,1961,Unprovoked,australia,21,"White shark, 3.7 m [12'] ",12-Mar-1961,Mar,n,M
1324,1961.03.09,1961,Unprovoked,north pacific ocean,33,"Grey reef shark, 1.8 m [6'] grey reef shark, identified by Dr. L.P. L. Schultz based on photographs; identified as C. melanopterus by Stewart",09-Mar-1961,Mar,n,M
1325,1961.02.12,1961,Unprovoked,south africa,27,1.5 m [5'] shark,12-Feb-1961,Feb,n,M
1326,1961.02.01.b,1961,Unprovoked,south africa,14,"2.1 m [7'], 90-kg shark",01-Feb-1961,Feb,y,M
1327,1961.01.22,1961,Unprovoked,south africa,15,White shark,22-Jan-1961,Jan,n,M
1328,1961.01.15,1961,Provoked,australia,27,"Wobbegong shark, 1.5 m [5'] ",15-Jan-1961,Jan,n,M
1329,1961.01.06.c,1961,Unprovoked,south africa,13,"White shark, based on bite pattern",06-Jan-1961,Jan,n,M
1330,1960.12.24,1960,Unprovoked,south africa,25,"White shark, 3 m [10'], tooth fragment from wounds identified as that of a white shark",24-Dec-1960,Dec,y,M
1331,1960.12.20,1960,Unprovoked,australia,33,"Grey nurse shark, 1m ",20-Dec-1960,Dec,n,M
1332,1960.11.27,1960,Unprovoked,australia,41,3' shark,27-Nov-1960,Nov,n,M
1333,1960.08.10,1960,Provoked,usa,15,"Lemon shark, 1164 mm, immature male, identified by  V.G. Springer",10-Aug-1960,Aug,n,M
1334,1960.07.03,1960,Provoked,usa,41,"""sand shark""",03-Jul-1960,Jul,n,M
1335,1960.06.24,1960,Unprovoked,usa,39,"Mako shark, 1.8 m to 2.1 m [6' to 7']  with hook & wire leader caught in mouth",24-Jun-1960,Jun,n,M
1336,1960.05.24,1960,Unprovoked,bermuda,25,"Dusky shark, 2.7 m [9'] dusky shark C. obscurus identified by S. Springer on tooth recovered",24-May-1960,May,n,M
1337,1960.05.19,1960,Unprovoked,usa,16,"White shark, 4 m to 5 m [13' to 16.5'] ",19-May-1960,May,n,F
1338,1960.04.30,1960,Unprovoked,south africa,16,"White shark, 2.1 m [7']  based on tooth pattern",30-Apr-1960,Apr,n,M
1339,1960.04.24,1960,Unprovoked,usa,48,"White shark, 4.9 m [16'] ",24-Apr-1960,Apr,n,M
1340,1960.04.14,1960,Invalid,bermuda,"21, 34,24 & 35",Questionable incident,14-Apr-1960,Apr,,M
1341,1960.04.12,1960,Unprovoked,australia,17,"White shark, 3.7 m [12'] ",12-Apr-1960,Apr,n,M
1342,1960.03.31,1960,Unprovoked,usa,42,"1.2 m [4'], possibly  larger shark",31-Mar-1960,Mar,n,M
1343,1960.02.29,1960,Unprovoked,australia,30 & 32,Two 2.1 m [7'] sharks,29-Feb-1960,Feb,n,M
1344,1960.02.27.a,1960,Invalid,usa,36,"According to Benjamin, the injury was inflicted by a barracuda, not a shark",27-Feb-1960,Feb,,M
1345,1960.01.16,1960,Unprovoked,australia,13,Bull shark,16-Jan-1960,Jan,y,M
1346,1959.11.29,1959,Unprovoked,australia,19,3.5 m [11.5'] shark,29-Nov-1959,Nov,n,M
1347,1959.11.28,1959,Unprovoked,australia,17,"""a small shark""",28-Nov-1959,Nov,n,M
1348,1959.11.22,1959,Unprovoked,australia,19,3 m to 4.3 m [10' to 14'] shark,22-Nov-1959,Nov,n,M
1349,1959.11.10,1959,Unprovoked,usa,21,"Blue shark, 1.5 m [5'] ",10-Nov-1959,Nov,n,M
1350,1959.10.04,1959,Unprovoked,usa,30,"White shark, 5 m [16.5'], identified by Dr. W. I. Follett on tooth marks",04-Oct-1959,Oct,n,M
1351,1959.10.00,1959,Unprovoked,fiji,36,"Tiger shark, 1.8 m [6']",Oct-1959,Oct,n,M
1352,1959.09.26.b,1959,Sea Disaster,usa,30,"A hammerhead shark, then 8 to 10 other sharks were said to be  involved",26-Sep-1959,Sep,n,M
1353,1959.08.20,1959,Invalid,philippines,10,Shark involvement prior to death was not confirmed,20-Aug-1959,Aug,,M
1354,1959.08.11,1959,Unprovoked,japan,13 or 18,"Blue shark, 3 m [10']",11-Aug-1959,Aug,y,M
1355,1959.07.28,1959,Unprovoked,usa,25,"Hammerhead shark, 1.8 m [6'] S. zygena identified by C. Limbaugh on description",28-Jul-1959,Jul,n,M
1356,1959.06.14.a,1959,Unprovoked,usa,33,"Reported to involve a White shark, 6 m to 7m [20' to 23'] ",14-Jun-1959,Jun,y,M
1357,1959.05.07,1959,Unprovoked,usa,18,"White shark, 3 m [10']; identifed by Dr. W.I. Follett on tooth marks",07-May-1959,May,y,M
1358,1959.05.03,1959,Unprovoked,usa,19,"Tiger shark, 3.7 m [12']",03-May-1959,May,n,M
1359,1959.02.01,1959,Unprovoked,south africa,14,1.8 to 2.1 m [6' to 7'] shark,01-Feb-1959,Feb,n,M
1360,1959.01.31,1959,Unprovoked,australia,20,"Grey nurse shark, 1.8 m [6']",31-Jan-1959,Jan,n,M
1361,1959.01.17.b,1959,Unprovoked,australia,22,Said to involve 2 sharks: 5.2 m & 6 m [17' & 20'] ,17-Jan-1959,Jan,y,M
1362,1959.01.17.a,1959,Unprovoked,australia,17,1.8 m [6'] shark,17-Jan-1959,Jan,n,M
1363,1959.01.15,1959,Unprovoked,south africa,18,"White shark, 1.8 m to 2.1 m [6' to 7']  according to Shreuder and a witness",15-Jan-1959,Jan,n,M
1364,1958.12.13,1958,Unprovoked,usa,15,"Tiger shark, 4.6 m to 7.6 m [15' to 25'] ",13-Dec-1958,Dec,y,M
1365,1958.12.12,1958,Unprovoked,american samoa,22,Tiger shark,12-Dec-1958,Dec,y,M
1366,1958.11.23,1958,Unprovoked,australia,21,12' shark,23-Nov-1958,Nov,y,M
1367,1958.09.06,1958,Unprovoked,bahamas,42,200-lb shark,06-Sep-1958,Sep,n,M
1368,1958.07.27.b,1958,Unprovoked,usa,12,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M
1369,1958.07.27.a,1958,Unprovoked,usa,8,"Tiger shark, 1.5 m to 1.8 m [5' to 6'] ",27-Jul-1958,Jul,n,M
1370,1958.07.04.a,1958,Sea Disaster,pacific ocean,31,Sharks averaged 1.8 m [6'] in length,04-Jul-1958,Jul,n,M
1371,1958.07.02,1958,Provoked,usa,20,"Nurse shark, 1.5 m [5']  identified by Dr. E. Clark on description of shark",02-Jul-1958,Jul,n,M
1372,1958.07.00.b,1958,Unprovoked,bahamas,36,"Tiger shark, <2 m TL",Jul-1958,Jul,n,M
1373,1958.06.26,1958,Provoked,usa,59,"Nurse shark, 2.1 m [7']  identified by Dr. E. Clark on color & tooth impressions",26-Jun-1958,Jun,n,M
1374,1958.06.24,1958,Unprovoked,usa,17,Tiger shark?,24-Jun-1958,Jun,n,M
1375,1958.04.19,1958,Unprovoked,taiwan,29,"Mako shark, 100-kg [221-lb] ",19-Apr-1958,Apr,n,M
1376,1958.04.05,1958,Unprovoked,south africa,28,3 m [10'] shark,05-Apr-1958,Apr,y,F
1377,1958.04.03,1958,Unprovoked,south africa,29,3 m [10'] shark,03-Apr-1958,Apr,y,M
1378,1958.01.19,1958,Unprovoked,australia,14,6' shark,19-Jan-1958,Jan,n,M
1379,1957.12.30,1957,Unprovoked,south africa,14,1.8 m [6'] shark,30-Dec-1957,Dec,n,F
1380,1957.12.23,1957,Unprovoked,south africa,23,>3 m [10'] shark,23-Dec-1957,Dec,y,M
1381,1957.07.15,1957,Unprovoked,usa,57,White shark,15-Jul-1957,Jul,y,M
1382,1957.05.11,1957,Unprovoked,australia,28,4.6 m [15'] shark,11-May-1957,May,n,M
1383,1957.04.28,1957,Unprovoked,usa,25,White shark,28-Apr-1957,Apr,y,M
1384,1957.04.22,1957,Provoked,usa,17,4 m [13'] shark,22-Apr-1957,Apr,n,M
1385,1957.04.13,1957,Unprovoked,australia,22,Shark seen feeding on turtle scraps thrown overboard prior to incident.,13-Apr-1957,Apr,n,M
1386,1956.12.26,1956,Unprovoked,papua new guinea,19,2.4 m [8'] tiger shark caught 40 hours later with shorts of the boy in its gut,26-Dec-1956,Dec,y,M
1387,1956.10.07,1956,Unprovoked,senegal,19,Lemon shark,07-Oct-1956,Oct,n,M
1388,1956.08.15.a,1956,Unprovoked,usa,10,"White shark, 2.7 m [9'] ",15-Aug-1956,Aug,n,M
1389,1956.03.04,1956,Unprovoked,australia,26,3.7 m [12'] shark & may have been another shark nearby,04-Mar-1956,Mar,y,M
1390,1956.02.26,1956,Unprovoked,australia,15,1.8 m [6'] shark,26-Feb-1956,Feb,y,M
1391,1955.11.16,1955,Unprovoked,papua new guinea,8,Wobbegong shark,16-Nov-1955,Nov,n,M
1392,1955.08.08,1955,Unprovoked,american samoa,28,Blue shark,08-Aug-1955,Aug,y,M
1393,1955.02.06,1955,Unprovoked,usa,19,"White shark, 5 m to 6 m [16.5' to 20] ",06-Feb-1955,Feb,n,M
1394,1955.02.05,1955,Unprovoked,australia,25,3.6 m  white shark  (or bronze whaler),05-Feb-1955,Feb,y,M
1395,1955.01.17,1955,Unprovoked,australia,13,"Bronze whaler shark,3.7 m [12'] ",17-Jan-1955,Jan,y,M
1396,1954.06.27,1954,Unprovoked,australia,30,2.4 m [8']  shark,27-Jun-1954,Jun,n,M
1397,1954.01.22.a,1954,Unprovoked,argentina,18,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,22-Jan-1954,Jan,n,M
1398,1954.01.15,1954,Unprovoked,papua new guinea,26,14' shark,15-Jan-1954,Jan,n,M
1399,1953.08.00,1953,Invalid,mexico,19,Invalid,Aug-1953,Aug,,M
1400,1953.07.26,1953,Unprovoked,usa,15,3 m [10'] shark seen in vicinity,26-Jul-1953,Jul,y,M
1401,1953.02.15,1953,Unprovoked,australia,25,Wobbegong shark,15-Feb-1953,Feb,n,M
1402,1952.12.21,1952,Unprovoked,australia,25,2.4 m [8'] shark,21-Dec-1952,Dec,n,M
1403,1952.12.07,1952,Unprovoked,usa,17,"White shark,4.6 m [15'] ",7-Dec-1952,Dec,y,M
1404,1951.12.06,1951,Unprovoked,australia,21,2.4 m [8']  shark,6-Dec-1951,Dec,y,M
1405,1951.11.29,1951,Unprovoked,south africa,23,"White shark, 1.8 m [6'] ",29-Nov-1951,Nov,n,M
1406,1951.11.28.a,1951,Unprovoked,south africa,24,"White shark, 2.4 m [8'] ",28-Nov-1951,Nov,n,M
1407,1951.03.26,1951,Provoked,australia,23,"Wobbegong shark, 4'",26-Mar-1951,Mar,n,M
1408,1951.02.19,1951,Unprovoked,south africa,31,136-kg [300-lb] shark,19-Feb-1951,Feb,n,M
1409,1950.11.25,1950,Unprovoked,australia,21,"White shark, 3m, seen in area and hooked 3 days later",25-Nov-1950,Nov,n,M
1410,1950.10.08,1950,Unprovoked,usa,31,White shark,28-Oct-1950,Oct,n,M
1411,1950.10.04,1950,Unprovoked,australia,25,4' shark,04-Oct-1950,Oct,n,M
1412,1950.08.06,1950,Provoked,el salvador,27,"1,100-lb shark",06-Aug-1950,Aug,n,M
1413,1950.02.11,1950,Unprovoked,south africa,14,"White shark, 3.7 m [12']  according to witnesses",11-Feb-1950,Feb,y,M
1414,1950.00.00.i,1950,Unprovoked,indonesia,7 or 8,"Tiger shark, 3.7 m to 4.3 m  [12' to 14']",Summer 1950,Summer,y,M
1415,1949.11.20,1949,Unprovoked,australia,36,6' shark,20-Nov-1949,Nov,n,M
1416,1949.04.17,1949,Unprovoked,australia,13,"3.3 m [10'9""] shark",17-Apr-1949,Apr,y,M
1417,1949.01.23,1949,Unprovoked,australia,20,"White shark, 3.6 m [11'9""] ",23-Jan-1949,Jan,y,M
1418,1949.01.14,1949,Invalid,australia,32,Invalid,14-Jan-1949,Jan,,M
1419,1948.09.22,1948,Unprovoked,greece,17,Said to be 6.4 m [21'] shark,22-Sep-1948,Sep,y,M
1420,1948.00.00.d,1948,Provoked,usa,48,Nurse shark,Summer 1948,Summer,n,M
1421,1947.12.21,1947,Unprovoked,australia,9,Grey nurse shark,21-Dec-1947,Dec,n,M
1422,1947.08.04,1947,Unprovoked,usa,20,Possibly C. leucas,04-Aug-1947,Aug,y,M
1423,1947.04.20,1947,Unprovoked,south africa,21,"1.5 m, 45-kg shark",20-Apr-1947,Apr,n,M
1424,1947.03.09,1947,Unprovoked,south africa,22,"Blacktip shark, 2 m [6.75'] ",09-Mar-1947,Mar,n,M
1425,1947.01.05,1947,Unprovoked,south africa,18,>1.6 m shark,05-Jan-1947,Jan,n,M
1426,1946.08.18,1946,Unprovoked,australia,30,4.3 m [14'] shark,18-Aug-1946,Aug,y,M
1427,1946.02.10.b,1946,Unprovoked,australia,18,"White shark, 4.2 m [13'9""] ",10-Feb-1946,Feb,n,M
1428,1946.01.07,1946,Unprovoked,south africa,18,1.5 m [5'] shark,07-Jan-1946,Jan,n,M
1429,1945.03.06,1945,Unprovoked,south africa,37,Thought to involve a Zambesi shark,06-Mar-1945,Mar,n,M
1430,1945.00.00.a,1945,Unprovoked,iraq,15,Bull shark,1945,,n,M
1431,1944.07.22,1944,Unprovoked,south africa,17,"White shark, according to witnesses",22-Jul-144,Jul,y,M
1432,1943.09.23,1943,Unprovoked,panama,20,"White shark, 2 m [6'9""]  (Tooth fragment recovered from victim's shoulder & identified by J.T. Nicholls)",23-Sep-1943,Sep,y,M
1433,1943.07.00.a,1943,Invalid,mexico,68,Invalid,Jul-1943,Jul,,M
1434,1942.12.26,1942,Unprovoked,australia,15,Bull shark,26-Dec-1942,Dec,y,F
1435,1942.11.01,1942,Unprovoked,south africa,18,"White shark, 4.5 m  to 6 m [14'9"" to 20'] according to witnesses",01-Nov-1942,Nov,y,M
1436,1942.09.12.a,1942,Unprovoked,australia,24,"Tiger shark, 2.4 m to 3 m [8' to 10'] ",12-Sep-1942,Sep,n,M
1437,1942.01.04,1942,Unprovoked,australia,28,"Bull shark, 4 m [13'] ",04-Jan-1942,Jan,y,F
1438,1942.00.00.f,1942,Unprovoked,bahamas,48,1.2 m to 1.5 m [4' to 5'] shark,1942,,n,M
1439,1941.06.15,1941,Provoked,usa,43,2.1 m [7'] shark,15-Jun-1941,Jun,n,M
1440,1941.03.09,1941,Provoked,usa,53,Mako shark (aka bonito shark) 1.2 m [4'] ,09-Mar-1941,Mar,n,M
1441,1940.03.31,1940,Unprovoked,south africa,25,"White shark, species identity confirmed by tooth pattern",31-Mar-1940,Mar,y,M
1442,1940.02.22,1940,Unprovoked,south africa,17,"White shark, 160-kg [353-lb], identity confirmed by tooth pattern",22-Feb-1940,Feb,y,M
1443,1940.01.23,1940,Unprovoked,australia,13,3 m [10'] shark,23-Jan-1940,Jan,y,M
1444,1940.01.07,1940,Unprovoked,south africa,18,2.4 m [8'] shark,07-Jan-1940,Jan,y,M
1445,1939.12.14,1939,Unprovoked,australia,20,2.6 m [8.5'] shark landed 2 hours later,14-Dec-1939,Dec,y,M
1446,1939.07.16,1939,Provoked,bahamas,38,"Nurse shark, 2.1 m [7']",16-Jul-1939,Jul,n,M
1447,1938.10.05,1938,Provoked,australia,18,"Tiger shark, 6'",05-Oct-1938,Oct,n,M
1448,1938.05.15,1938,Unprovoked,iraq,9 or 10,Bull shark,15-May-1938,May,n,M
1449,1938.01.14,1938,Invalid,australia,24,Questionable incident,14-Jan-1938,Jan,,M
1450,1937.10.27.b,1937,Unprovoked,australia,25,Tiger shark,27-Oct-1937,Oct,y,M
1451,1937.10.27.a,1937,Unprovoked,australia,18,"Tiger shark,  3.6 m [11'9""], 850-kg [1874-lb] female, contained Girvan's remains ",27-Oct-1937,Oct,y,M
1452,1937.08.31,1937,Unprovoked,australia,38,"Tiger shark, 9' to 10' ",31-Aug-1937,Aug,n,M
1453,1937.05.15,1937,Unprovoked,australia,33,2 days later a 600-lb shark was caught 100 yards from the site,15-May-1937,May,y,M
1454,1937.02.13,1937,Unprovoked,australia,32,White shark,13-Feb-1937,Feb,y,M
1455,1936.07.25,1936,Unprovoked,usa,16,White shark (identified by Dr. Hugh Smith) ,25-Jul-1936,Jul,y,M
1456,1936.04.22,1936,Unprovoked,australia,16,"Tiger shark, 4.6 m [15'] ",22-Apr-1936,Apr,n,M
1457,1936.02.04,1936,Unprovoked,australia,14,White shark,04-Feb-1936,Feb,y,M
1458,1936.01.22,1936,Unprovoked,australia,13,White shark,22-Jan-1936,Jan,y,M
1459,1935.08.26,1935,Unprovoked,australia,38,3.7 m [12'] shark,26-Aug-1935,Aug,y,M
1460,1935.03.09,1935,Unprovoked,australia,27,"White shark, 4 m [13'] ",09-Mar-1935,Mar,y,M
1461,1935.03.02,1935,Unprovoked,australia,22,"White shark, 3.5 m to 4 m [11.5' to 13'] ",02-Mar-1935,Mar,y,M
1462,1934.12.31.b,1934,Unprovoked,australia,13,"Tiger shark, 1.5 m [5'] ",31-Dec-1934,Dec,n,F
1463,1934.04.01.a,1934,Unprovoked,australia,15,4.3 m [14'] shark seen in vicinity,01-Apr-1934,Apr,y,M
1464,1934.03.12,1934,Unprovoked,australia,17,4 m [13'] shark seen in vicinity,12-Mar-1934,Mar,y,M
1465,1934.01.07,1934,Unprovoked,australia,22,4.3 m [14'] shark seen in area previous week,07-Jan-1934,Jan,n,M
1466,1932.10.31,1932,Unprovoked,australia,24,Thought to involve a mako or grey nurse shark,31-Oct-1932,Oct,n,M
1467,1932.00.00,1932,Unprovoked,south africa,23,"Raggedtooth shark, 1.2 m to 1.5 m [4' to 5'] ",1932,,n,M
1468,1931.02.10,1931,Invalid,australia,39,Shark involvement prior to death unconfirmed,10-Feb-1931,Feb,,M
1469,1931.01.07,1931,Unprovoked,australia,18,1.5 m [5'] shark,07-Jan-1931,Jan,n,M
1470,1930.02.15,1930,Unprovoked,australia,18,White shark 4.9 m [16'] ,15-Feb-1930,Feb,y,M
1471,1930.01.16,1930,Unprovoked,south africa,23,"White shark, 4.5 m [14'9""], identity confirmed by witness & tooth pattern",16-Jan-1930,Jan,n,M
1472,1929.04.11,1929,Provoked,australia,19,"Grey nurse shark, 4' ",11-Apr-1929,Apr,n,M
1473,1929.02.08,1929,Unprovoked,australia,39,Galapagos shark,08-Feb-1929,Feb,y,M
1474,1929.01.12,1929,Unprovoked,australia,14,12' shark,12-Jan-1929,Jan,y,M
1475,1928.11.04,1928,Unprovoked,panama,17,Morenos leg  & part of his swim suit found in 9' shark caught two hours after the attack. Identified as carcharhinid shark by L. Schultz & C. Limbaugh on photograph,04-Nov-1928,Nov,y,M
1476,1928.04.06,1928,Unprovoked,australia,15,4' shark,06-Apr-1928,Apr,n,M
1477,1928.01.00,1928,Unprovoked,south africa,18,1.2 m [4'] shark,Jan-1928,Jan,n,M
1478,1927.12.28,1927,Unprovoked,south africa,17,"White shark, 4.4 m [14.5'] . ",28-Dec-1927,Dec,y,M
1479,1927.03.01,1927,Unprovoked,australia,17,Grey nurse shark?,11-Mar-1927,Mar,n,M
1480,1927.01.03,1927,Unprovoked,australia,15,3.7 m [12'] shark,03-Jan-1927,Jan,y,M
1481,1926.10.23.b,1926,Unprovoked,australia,17,"Grey nurse shark, 4'",23-Oct-1926,Oct,n,M
1482,1926.07.23,1926,Unprovoked,italy,20,Said to involve 6 to 7 m [20' to 23'] white shark,23-Jul-1926,Jul,y,M
1483,1926.07.08,1926,Unprovoked,usa,15,1.5 m [5'] white shark or sevengill shark,08-Jul-1926,Jul,n,M
1484,1925.11.22,1925,Unprovoked,australia,55,"Tiger shark, 4 m [13'] female",22-Nov-1925,Nov,y,M
1485,1925.03.27,1925,Unprovoked,australia,16,Said to be a small shark,07-Mar-1925 or 27-Mar-1925,MarMar,n,M
1486,1924.01.19,1924,Unprovoked,australia,16,3 m [10'] shark,09-Jan-1924,Jan,y,M
1487,1922.12.05,1922,Unprovoked,australia,19,"2.7 m [9'] ""blue"" shark",05-Dec-1922,Dec,y,M
1488,1922.05.24,1922,Unprovoked,jamaica,19,6' shark,24-May 1922,May,y,M
1489,1922.05.06,1922,Unprovoked,south africa,18,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",06-May-1922,May,n,M
1490,1922.03.02,1922,Unprovoked,australia,21,"White shark, 2.4 m [8'] ",02-Mar-1922,Mar,y,M
1491,1922.02.04,1922,Unprovoked,australia,18,White shark,04-Feb-1922,Feb,y,M
1492,1919.01.09,1919,Unprovoked,australia,13,12' shark,09-Jan-1919,Jan,y,M
1493,1916.07.01,1916,Unprovoked,usa,24,Thought to involve a 2.6 m [8.5'] white shark,01-Jul-1916,Jul,y,M
1494,1912.01.26,1912,Unprovoked,australia,21,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",26-Jan-1912,Jan,y,M
1495,1906.01.20,1906,Unprovoked,south africa,30,1.8 m to 2.7 m [6' to 9'] shark,20-Jan-1906,Jan,y,M
1496,1905.03.26,1905,Unprovoked,australia,40,5' shark,26-Mar-1905,Mar,n,M
1497,1901.07.30,1901,Unprovoked,south africa,29,White shark,30-Jul-1901,Jul,y,M
1498,1894.11.28,1894,Unprovoked,australia,19,10' to 12' shark,28-Nov-1894,Nov,n,M
1499,1892.03.02,1892,Provoked,australia,21,12' shark,02-Mar-1892,Mar,n,M
1500,1880.11.25,1880,Unprovoked,australia,12,Bull shark,25-Nov-1880,Nov,y,M
1501,1868.05.13,1868,Unprovoked,india,35,Identified as C. gangeticus by Dr. J. Fayrer,13-May-1868,May,y,M
1502,1800.00.00,1800,Unprovoked,seychelles,,,1800,,y,F
1503,1797.05.28.R,1797,Unprovoked,nan,,,Reported May-28-1797,ReportedMay,y,
1504,1792.09.12,1792,Provoked,england,,,12-Sep-1792,Sep,y,M
1505,1791.00.00,1791,Unprovoked,australia,,,1791,,y,F
1506,1788.05.10,1788,Boat,australia,,,10-May-1788,May,n,
1507,1787.07.05,1787,Unprovoked,nan,,,05-Jul-1787,Jul,y,M
1508,1786.08.10.R,1786,Unprovoked,barbados,,,Reported 10-Aug-1786,ReportedAug,y,M
1509,1785.09.26.R,1785,Unprovoked,england,,Tiger shark?,Reported 26-Sep-1785,ReportedSep,y,M
1510,1784.12.12,1784,Unprovoked,jamaica,,,12-Dec-1784,Dec,y,M
1511,1783.03.02,1783,Sea Disaster,martinique,,,02-Mar-1783,Mar,y,M
